description,error,success,path,brief_description,group,correct,total
"CompilationError('run_dir/REMAINDER_7_LARGE_NUMBERS.d(6): Error: declaration expected, not `{`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(11): Error: declaration expected, not `foreach`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(11): Error: function declaration without return type. (Note that constructors are always named `this`)\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(11): Error: no identifier for declarator `num.length()`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(11): Error: semicolon expected following function declaration\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(11): Error: declaration expected, not `-`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(11): Error: no identifier for declarator `i`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(11): Error: declaration expected, not `--`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(13): Error: no identifier for declarator `result`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(13): Error: declaration expected, not `+=`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(14): Error: basic type expected, not `(`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(14): Error: unexpected `(` in declarator\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(14): Error: found `+` when expecting `)`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(14): Error: found `1` when expecting `;` following alias reassignment\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(14): Error: declaration expected, not `)`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(15): Error: no identifier for declarator `result`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(15): Error: declaration expected, not `%=`\nrun_dir/REMAINDER_7_LARGE_NUMBERS.d(16): Error: unmatched closing brace\n')",Compilation,False,REMAINDER_7_LARGE_NUMBERS.d,"Error: declaration expected, not `{`",24,,
"CompilationError('run_dir/SUM_TWO_LARGE_NUMBERS.d(6): Error: declaration expected, not `(`\nrun_dir/SUM_TWO_LARGE_NUMBERS.d(6): Error: no identifier for declarator `i`\nrun_dir/SUM_TWO_LARGE_NUMBERS.d(6): Error: declaration expected, not `<`\nrun_dir/SUM_TWO_LARGE_NUMBERS.d(6): Error: no identifier for declarator `i`\nrun_dir/SUM_TWO_LARGE_NUMBERS.d(6): Error: declaration expected, not `++`\nrun_dir/SUM_TWO_LARGE_NUMBERS.d(8): Error: no identifier for declarator `str`\nrun_dir/SUM_TWO_LARGE_NUMBERS.d(8): Error: declaration expected, not `+=`\nrun_dir/SUM_TWO_LARGE_NUMBERS.d(9): Error: found `/` when expecting `;` following alias reassignment\nrun_dir/SUM_TWO_LARGE_NUMBERS.d(9): Error: declaration expected, not `10`\nrun_dir/SUM_TWO_LARGE_NUMBERS.d(10): Error: unmatched closing brace\n')",Compilation,False,SUM_TWO_LARGE_NUMBERS.d,"Error: declaration expected, not `(`",24,,
CompilationError('run_dir/SCHEDULE_JOBS_SERVER_GETS_EQUAL_LOAD.d(56): Error: found `End of File` when expecting `}` following compound statement\n'),Compilation,False,SCHEDULE_JOBS_SERVER_GETS_EQUAL_LOAD.d,Error: found `End of File` when expecting `}` following compound statement,25,,
CompilationError('run_dir/C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES.d(8): Error: slice `s` is not mutable\nrun_dir/C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES.d(8):        did you mean to concatenate (`s ~= s1`) instead ?\n'),Compilation,False,C_PROGRAM_CONCATENATE_STRING_GIVEN_NUMBER_TIMES.d,Error: slice `s` is not mutable,26,,
"CompilationError('run_dir/DYNAMIC_PROGRAMMING_SET_28_MINIMUM_INSERTIONS_TO_FORM_A_PALINDROME.d(22): Error: function `DYNAMIC_PROGRAMMING_SET_28_MINIMUM_INSERTIONS_TO_FORM_A_PALINDROME.f_filled(string str, int l, int h)` is not callable using argument types `(char[], int, int)`\nrun_dir/DYNAMIC_PROGRAMMING_SET_28_MINIMUM_INSERTIONS_TO_FORM_A_PALINDROME.d(22):        cannot pass argument `param0[cast(ulong)i]` of type `char[]` to parameter `string str`\n')",Compilation,False,DYNAMIC_PROGRAMMING_SET_28_MINIMUM_INSERTIONS_TO_FORM_A_PALINDROME.d,"Error: function `DYNAMIC_PROGRAMMING_SET_28_MINIMUM_INSERTIONS_TO_FORM_A_PALINDROME.f_filled(string str, int l, int h)` is not callable using argument types `(char[], int, int)`",27,,
"CompilationError('run_dir/MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1.d(7): Error: none of the overloads of template `std.algorithm.comparison.min` are callable using argument types `!()(int[])`\n/etc/../usr/include/dmd/phobos/std/algorithm/comparison.d(1751):        Candidates are: `min(T...)(T args)`\n  with `T = (int[])`\n  must satisfy the following constraint:\n`       T.length >= 2`\n/etc/../usr/include/dmd/phobos/std/algorithm/comparison.d(1791):                        `min(T, U)(T a, U b)`\nrun_dir/MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1.d(13): Error: none of the overloads of template `std.algorithm.comparison.min` are callable using argument types `!()(int[])`\n/etc/../usr/include/dmd/phobos/std/algorithm/comparison.d(1751):        Candidates are: `min(T...)(T args)`\n  with `T = (int[])`\n  must satisfy the following constraint:\n`       T.length >= 2`\n/etc/../usr/include/dmd/phobos/std/algorithm/comparison.d(1791):                        `min(T, U)(T a, U b)`\nrun_dir/MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1.d(14): Error: none of the overloads of template `std.algorithm.comparison.min` are callable using argument types `!()(int[])`\n/etc/../usr/include/dmd/phobos/std/algorithm/comparison.d(1751):        Candidates are: `min(T...)(T args)`\n  with `T = (int[])`\n  must satisfy the following constraint:\n`       T.length >= 2`\n/etc/../usr/include/dmd/phobos/std/algorithm/comparison.d(1791):                        `min(T, U)(T a, U b)`\n')",Compilation,False,MINIMUM_SUM_SUBSEQUENCE_LEAST_ONE_EVERY_FOUR_CONSECUTIVE_ELEMENTS_PICKED_1.d,Error: none of the overloads of template `std.algorithm.comparison.min` are callable using argument types `!()(int[])`,28,,
CompilationError('run_dir/COUNT_OPERATIONS_MAKE_STRINGAB_FREE.d(9): Error: missing `; expression` before `)` of `foreach`\nrun_dir/COUNT_OPERATIONS_MAKE_STRINGAB_FREE.d(9):        perhaps the `;` goes before `s`\nrun_dir/COUNT_OPERATIONS_MAKE_STRINGAB_FREE.d(32): Error: found `End of File` when expecting `}` following compound statement\n'),Compilation,False,COUNT_OPERATIONS_MAKE_STRINGAB_FREE.d,Error: missing `; expression` before `)` of `foreach`,29,,
"CompilationError('run_dir/CONSTRUCT_LEXICOGRAPHICALLY_SMALLEST_PALINDROME.d(26): Error: no property `join` for type `char[]`, perhaps `import std.array;` is needed?\n')",Compilation,False,CONSTRUCT_LEXICOGRAPHICALLY_SMALLEST_PALINDROME.d,"Error: no property `join` for type `char[]`, perhaps `import std.array;` is needed?",30,,
CompilationError('run_dir/MINIMUM_PRODUCT_SUBSET_ARRAY.d(33): Error: integer overflow\n'),Compilation,False,MINIMUM_PRODUCT_SUBSET_ARRAY.d,Error: integer overflow,31,,
CompilationError('run_dir/DICE_THROW_PROBLEM_1.d(7): Error: variable `d` cannot be read at compile time\n'),Compilation,False,DICE_THROW_PROBLEM_1.d,Error: variable `d` cannot be read at compile time,32,,
CompilationError('run_dir/MINIMUM_XOR_VALUE_PAIR_1.d(7): Error: no property `parallelSort` for `arr` of type `int[]`\n'),Compilation,False,MINIMUM_XOR_VALUE_PAIR_1.d,Error: no property `parallelSort` for `arr` of type `int[]`,33,,
CompilationError('run_dir/LARGEST_SUBSEQUENCE_GCD_GREATER_1.d(8): Error: no property `stream` for `arr` of type `int[]`\nrun_dir/LARGEST_SUBSEQUENCE_GCD_GREATER_1.d(14): Error: undefined identifier `Math`\n'),Compilation,False,LARGEST_SUBSEQUENCE_GCD_GREATER_1.d,Error: no property `stream` for `arr` of type `int[]`,34,,
CompilationError('run_dir/LEXICOGRAPHICAL_MAXIMUM_SUBSTRING_STRING.d(9): Error: no property `compareTo` for `mx` of type `string`\nrun_dir/LEXICOGRAPHICAL_MAXIMUM_SUBSTRING_STRING.d(10): Error: no property `substring` for `str` of type `string`\n'),Compilation,False,LEXICOGRAPHICAL_MAXIMUM_SUBSTRING_STRING.d,Error: no property `compareTo` for `mx` of type `string`,35,,
CompilationError('run_dir/GOLD_MINE_PROBLEM.d(7): Error: variable `m` cannot be read at compile time\n'),Compilation,False,GOLD_MINE_PROBLEM.d,Error: variable `m` cannot be read at compile time,36,,
CompilationError('run_dir/FORM_SMALLEST_NUMBER_USING_ONE_SWAP_OPERATION.d(7): Error: no property `toCharArray` for `str` of type `string`\nrun_dir/FORM_SMALLEST_NUMBER_USING_ONE_SWAP_OPERATION.d(8): Error: no property `length` for `str` of type `string`\nrun_dir/FORM_SMALLEST_NUMBER_USING_ONE_SWAP_OPERATION.d(45): Error: cannot implicitly convert expression `num` of type `char[]` to `ulong`\n'),Compilation,False,FORM_SMALLEST_NUMBER_USING_ONE_SWAP_OPERATION.d,Error: no property `toCharArray` for `str` of type `string`,37,,
,Correctness,False,PROGRAM_TO_FIND_THE_VOLUME_OF_A_TRIANGULAR_PRISM.d,,Correctness,7.0,10.0
,Correctness,False,FIND_SUM_NODES_GIVEN_PERFECT_BINARY_TREE_1.d,,Correctness,4.0,10.0
,Correctness,False,PROGRAM_CALCULATE_VOLUME_ELLIPSOID.d,,Correctness,1.0,10.0
,Correctness,False,COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2_1.d,,Correctness,0.0,10.0
,Correctness,False,PROGRAM_CIRCUMFERENCE_PARALLELOGRAM.d,,Correctness,9.0,10.0
,Correctness,False,DYCK_PATH.d,,Correctness,1.0,7.0
,Correctness,False,CALCULATE_MAXIMUM_VALUE_USING_SIGN_TWO_NUMBERS_STRING.d,,Correctness,7.0,10.0
,Correctness,False,FIND_REPEATED_CHARACTER_PRESENT_FIRST_STRING.d,,Correctness,9.0,10.0
,Correctness,False,N_TH_TERM_SERIES_2_12_36_80_150.d,,Correctness,0.0,10.0
,Correctness,False,PROGRAM_FIND_SLOPE_LINE.d,,Correctness,5.0,10.0
,No,True,PRIMALITY_TEST_SET_1_INTRODUCTION_AND_SCHOOL_METHOD.d,,Success,10.0,10.0
,No,True,COUNT_SORTED_ROWS_MATRIX.d,,Success,10.0,10.0
,No,True,COUNT_DISTINCT_NON_NEGATIVE_PAIRS_X_Y_SATISFY_INEQUALITY_XX_YY_N_2.d,,Success,10.0,10.0
,No,True,SEARCH_AN_ELEMENT_IN_AN_ARRAY_WHERE_DIFFERENCE_BETWEEN_ADJACENT_ELEMENTS_IS_1.d,,Success,10.0,10.0
,No,True,DISTRIBUTING_M_ITEMS_CIRCLE_SIZE_N_STARTING_K_TH_POSITION.d,,Success,10.0,10.0
,No,True,DOUBLE_FACTORIAL_1.d,,Success,7.0,7.0
,No,True,EFFICIENT_SEARCH_IN_AN_ARRAY_WHERE_DIFFERENCE_BETWEEN_ADJACENT_IS_1.d,,Success,10.0,10.0
,No,True,N_TH_NUMBER_WHOSE_SUM_OF_DIGITS_IS_TEN_1.d,,Success,10.0,10.0
,No,True,SUM_SUBSETS_SET_FORMED_FIRST_N_NATURAL_NUMBERS.d,,Success,10.0,10.0
,No,True,NUMBER_SUBSEQUENCES_FORM_AI_BJ_CK.d,,Success,10.0,10.0
,No,True,FIND_REPETITIVE_ELEMENT_1_N_1.d,,Success,10.0,10.0
,No,True,POSSIBLE_TO_MAKE_A_DIVISIBLE_BY_3_NUMBER_USING_ALL_DIGITS_IN_AN_ARRAY.d,,Success,10.0,10.0
,No,True,NUMBER_JUMP_REQUIRED_GIVEN_LENGTH_REACH_POINT_FORM_D_0_ORIGIN_2D_PLANE.d,,Success,10.0,10.0
,No,True,MAXIMUM_SUM_BITONIC_SUBARRAY.d,,Success,10.0,10.0
,No,True,NEXT_HIGHER_NUMBER_WITH_SAME_NUMBER_OF_SET_BITS.d,,Success,10.0,10.0
,No,True,PROGRAM_CHECK_ARRAY_SORTED_NOT_ITERATIVE_RECURSIVE_1.d,,Success,10.0,10.0
,No,True,NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR.d,,Success,10.0,10.0
,No,True,FIND_THE_ELEMENT_THAT_APPEARS_ONCE.d,,Success,10.0,10.0
,No,True,SMALLEST_POWER_OF_2_GREATER_THAN_OR_EQUAL_TO_N_2.d,,Success,10.0,10.0
,No,True,NUMBER_DIGITS_PRODUCT_TWO_NUMBERS.d,,Success,10.0,10.0
,No,True,SUM_FIBONACCI_NUMBERS.d,,Success,10.0,10.0
,No,True,GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM.d,,Success,10.0,10.0
,No,True,FIND_SUM_EVEN_INDEX_BINOMIAL_COEFFICIENTS_1.d,,Success,10.0,10.0
,No,True,NEXT_POWER_OF_2_1.d,,Success,10.0,10.0
,No,True,MINIMUM_OPERATIONS_MAKE_GCD_ARRAY_MULTIPLE_K.d,,Success,10.0,10.0
,No,True,MINIMUM_TIME_TO_FINISH_TASKS_WITHOUT_SKIPPING_TWO_CONSECUTIVE.d,,Success,10.0,10.0
,No,True,COMPUTE_AVERAGE_TWO_NUMBERS_WITHOUT_OVERFLOW.d,,Success,10.0,10.0
,No,True,COUNT_NUMBER_PAIRS_N_B_N_GCD_B_B.d,,Success,10.0,10.0
,No,True,ADD_1_TO_A_GIVEN_NUMBER_1.d,,Success,10.0,10.0
,No,True,C_PROGRAM_FACTORIAL_NUMBER.d,,Success,12.0,12.0
,No,True,COUNT_NUMBER_OF_WAYS_TO_COVER_A_DISTANCE_1.d,,Success,5.0,5.0
,No,True,FIND_REPETITIVE_ELEMENT_1_N_1_2.d,,Success,10.0,10.0
,No,True,FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1.d,,Success,10.0,10.0
,No,True,GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM_1.d,,Success,10.0,10.0
,No,True,ARRAY_ELEMENT_MOVED_K_USING_SINGLE_MOVES.d,,Success,10.0,10.0
,No,True,MEDIAN_OF_TWO_SORTED_ARRAYS.d,,Success,10.0,10.0
,No,True,ADD_TWO_NUMBERS_WITHOUT_USING_ARITHMETIC_OPERATORS.d,,Success,10.0,10.0
,No,True,COUNT_NUMBER_OF_OCCURRENCES_OR_FREQUENCY_IN_A_SORTED_ARRAY.d,,Success,10.0,10.0
,No,True,SPLIT_N_MAXIMUM_COMPOSITE_NUMBERS.d,,Success,10.0,10.0
,No,True,COUNT_PAIRS_TWO_SORTED_ARRAYS_WHOSE_SUM_EQUAL_GIVEN_VALUE_X_2.d,,Success,10.0,10.0
,No,True,COUNT_POSSIBLE_WAYS_TO_CONSTRUCT_BUILDINGS.d,,Success,10.0,10.0
,No,True,TEMPLE_OFFERINGS.d,,Success,10.0,10.0
,No,True,HOW_TO_PRINT_MAXIMUM_NUMBER_OF_A_USING_GIVEN_FOUR_KEYS.d,,Success,10.0,10.0
,No,True,CHECK_IF_A_NUMBER_IS_POWER_OF_ANOTHER_NUMBER.d,,Success,10.0,10.0
,No,True,SMALLEST_OF_THREE_INTEGERS_WITHOUT_COMPARISON_OPERATORS.d,,Success,10.0,10.0
,No,True,C_PROGRAM_FIND_LARGEST_ELEMENT_ARRAY_1.d,,Success,10.0,10.0
,No,True,DYNAMIC_PROGRAMMING_SET_36_CUT_A_ROPE_TO_MAXIMIZE_PRODUCT_1.d,,Success,9.0,9.0
,No,True,AREA_SQUARE_CIRCUMSCRIBED_CIRCLE.d,,Success,10.0,10.0
,No,True,NEXT_POWER_OF_2_2.d,,Success,10.0,10.0
,No,True,LOWER_INSERTION_POINT.d,,Success,10.0,10.0
,No,True,FIND_DIFFERENCE_BETWEEN_SUMS_OF_TWO_DIAGONALS.d,,Success,10.0,10.0
,No,True,MODULAR_EXPONENTIATION_POWER_IN_MODULAR_ARITHMETIC.d,,Success,10.0,10.0
,No,True,MULTIPLY_AN_INTEGER_WITH_3_5.d,,Success,10.0,10.0
,No,True,MINIMUM_SWAPS_REQUIRED_BRING_ELEMENTS_LESS_EQUAL_K_TOGETHER.d,,Success,10.0,10.0
,No,True,COUNT_NUMBER_WAYS_REACH_GIVEN_SCORE_GAME.d,,Success,10.0,10.0
,No,True,POSITION_OF_RIGHTMOST_SET_BIT_1.d,,Success,10.0,10.0
,No,True,MINIMUM_NUMBER_SUBSETS_DISTINCT_ELEMENTS.d,,Success,10.0,10.0
,No,True,COST_BALANCE_PARANTHESES.d,,Success,10.0,10.0
,No,True,CHOCOLATE_DISTRIBUTION_PROBLEM.d,,Success,10.0,10.0
,No,True,CHECK_WHETHER_ARITHMETIC_PROGRESSION_CAN_FORMED_GIVEN_ARRAY.d,,Success,10.0,10.0
,No,True,SMALLEST_OF_THREE_INTEGERS_WITHOUT_COMPARISON_OPERATORS_1.d,,Success,10.0,10.0
,No,True,MINIMUM_SUM_TWO_NUMBERS_FORMED_DIGITS_ARRAY_2.d,,Success,10.0,10.0
,No,True,COUNT_NEGATIVE_NUMBERS_IN_A_COLUMN_WISE_ROW_WISE_SORTED_MATRIX_1.d,,Success,10.0,10.0
,No,True,FIND_WHETHER_GIVEN_INTEGER_POWER_3_NOT.d,,Success,10.0,10.0
,No,True,PIZZA_CUT_PROBLEM_CIRCLE_DIVISION_LINES.d,,Success,10.0,10.0
,No,True,FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT.d,,Success,10.0,10.0
,No,True,HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_1.d,,Success,10.0,10.0
,No,True,WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO.d,,Success,10.0,10.0
,No,True,HOW_TO_TURN_OFF_A_PARTICULAR_BIT_IN_A_NUMBER.d,,Success,10.0,10.0
,No,True,COUNT_NUMBER_OF_WAYS_TO_FILL_A_N_X_4_GRID_USING_1_X_4_TILES.d,,Success,10.0,10.0
,No,True,ELEMENTS_TO_BE_ADDED_SO_THAT_ALL_ELEMENTS_OF_A_RANGE_ARE_PRESENT_IN_ARRAY.d,,Success,10.0,10.0
,No,True,FIND_THREE_ELEMENT_FROM_DIFFERENT_THREE_ARRAYS_SUCH_THAT_THAT_A_B_C_K.d,,Success,10.0,10.0
,No,True,COUNT_NUMBERS_THAT_DONT_CONTAIN_3.d,,Success,10.0,10.0
,No,True,UNIQUE_CELLS_BINARY_MATRIX.d,,Success,9.0,9.0
,No,True,SUM_PAIRWISE_PRODUCTS_2.d,,Success,10.0,10.0
,No,True,MAXIMUM_REMOVAL_FROM_ARRAY_WHEN_REMOVAL_TIME_WAITING_TIME.d,,Success,10.0,10.0
,No,True,SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN_1.d,,Success,10.0,10.0
,No,True,ROUND_THE_GIVEN_NUMBER_TO_NEAREST_MULTIPLE_OF_10.d,,Success,10.0,10.0
,No,True,CHECK_INTEGER_OVERFLOW_MULTIPLICATION.d,,Success,10.0,10.0
,No,True,FIND_MAXIMUM_AVERAGE_SUBARRAY_OF_K_LENGTH.d,,Success,10.0,10.0
,No,True,FIND_INDEX_GIVEN_FIBONACCI_NUMBER_CONSTANT_TIME.d,,Success,10.0,10.0
,No,True,SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE.d,,Success,10.0,10.0
,No,True,COUNT_PAIRS_DIFFERENCE_EQUAL_K.d,,Success,10.0,10.0
,No,True,FIND_A_ROTATION_WITH_MAXIMUM_HAMMING_DISTANCE.d,,Success,10.0,10.0
,No,True,COUNT_NUMBER_WAYS_TILE_FLOOR_SIZE_N_X_M_USING_1_X_M_SIZE_TILES.d,,Success,10.0,10.0
,No,True,DETECT_IF_TWO_INTEGERS_HAVE_OPPOSITE_SIGNS.d,,Success,10.0,10.0
,No,True,CHECK_TWO_GIVEN_CIRCLES_TOUCH_INTERSECT.d,,Success,10.0,10.0
,No,True,COUNT_NUMBER_BINARY_STRINGS_WITHOUT_CONSECUTIVE_1S.d,,Success,11.0,11.0
,No,True,C_PROGRAM_FACTORIAL_NUMBER_2.d,,Success,12.0,12.0
,No,True,TRIANGULAR_NUMBERS.d,,Success,10.0,10.0
,No,True,FINDING_POWER_PRIME_NUMBER_P_N_1.d,,Success,10.0,10.0
,No,True,CHECK_IF_X_CAN_GIVE_CHANGE_TO_EVERY_PERSON_IN_THE_QUEUE.d,,Success,10.0,10.0
,No,True,GCD_ELEMENTS_GIVEN_RANGE.d,,Success,10.0,10.0
,No,True,CHECK_WHETHER_GIVEN_NUMBER_EVEN_ODD.d,,Success,10.0,10.0
,No,True,MAXIMUM_TRIPLET_SUM_ARRAY_2.d,,Success,10.0,10.0
,No,True,NUMBER_INDEXES_EQUAL_ELEMENTS_GIVEN_RANGE.d,,Success,10.0,10.0
,No,True,NUMBER_NON_NEGATIVE_INTEGRAL_SOLUTIONS_B_C_N.d,,Success,10.0,10.0
,No,True,MINIMUM_NUMBER_PLATFORMS_REQUIRED_RAILWAYBUS_STATION.d,,Success,10.0,10.0
,No,True,SQUARE_ROOT_OF_A_PERFECT_SQUARE.d,,Success,10.0,10.0
,No,True,MIDDLE_OF_THREE_USING_MINIMUM_COMPARISONS.d,,Success,10.0,10.0
,No,True,FIBONACCI_MODULO_P.d,,Success,10.0,10.0
,No,True,SUM_OF_ALL_ELEMENTS_UP_TO_NTH_ROW_IN_A_PASCALS_TRIANGLE_1.d,,Success,10.0,10.0
,No,True,CHECK_WHETHER_GIVEN_DEGREES_VERTICES_REPRESENT_GRAPH_TREE.d,,Success,10.0,10.0
,No,True,MAXIMUM_SUM_PAIRS_SPECIFIC_DIFFERENCE_1.d,,Success,10.0,10.0
,No,True,FIND_THE_FIRST_MISSING_NUMBER.d,,Success,10.0,10.0
,No,True,CHECK_ARRAY_REPRESENTS_INORDER_BINARY_SEARCH_TREE_NOT.d,,Success,10.0,10.0
,No,True,DISTRIBUTING_ITEMS_PERSON_CANNOT_TAKE_TWO_ITEMS_TYPE.d,,Success,10.0,10.0
,No,True,K_TH_ELEMENT_TWO_SORTED_ARRAYS.d,,Success,10.0,10.0
,No,True,DIVISIBILITY_BY_7.d,,Success,10.0,10.0
,No,True,SMALLEST_SUM_CONTIGUOUS_SUBARRAY.d,,Success,10.0,10.0
,No,True,MAXIMUM_POSSIBLE_DIFFERENCE_TWO_SUBSETS_ARRAY.d,,Success,10.0,10.0
,No,True,FIND_MAXIMUM_HEIGHT_PYRAMID_FROM_THE_GIVEN_ARRAY_OF_OBJECTS.d,,Success,10.0,10.0
,No,True,FIND_FIRST_NATURAL_NUMBER_WHOSE_FACTORIAL_DIVISIBLE_X.d,,Success,10.0,10.0
,No,True,TILING_WITH_DOMINOES.d,,Success,10.0,10.0
,No,True,QUERIES_COUNTS_ARRAY_ELEMENTS_VALUES_GIVEN_RANGE.d,,Success,10.0,10.0
,No,True,DIVISIBILITY_9_USING_BITWISE_OPERATORS.d,,Success,10.0,10.0
,No,True,MINIMIZE_THE_SUM_OF_DIGITS_OF_A_AND_B_SUCH_THAT_A_B_N.d,,Success,10.0,10.0
,No,True,HOW_CAN_WE_SUM_THE_DIGITS_OF_A_GIVEN_NUMBER_IN_SINGLE_STATEMENT_2.d,,Success,10.0,10.0
,No,True,MAXIMUM_SUBSEQUENCE_SUM_SUCH_THAT_NO_THREE_ARE_CONSECUTIVE.d,,Success,10.0,10.0
,No,True,MAXIMUM_SUM_SUBARRAY_REMOVING_ONE_ELEMENT.d,,Success,10.0,10.0
,No,True,SWAP_TWO_NIBBLES_BYTE.d,,Success,10.0,10.0
,No,True,PROGRAM_AREA_SQUARE.d,,Success,10.0,10.0
,No,True,CHECK_POSSIBLE_SORT_ARRAY_CONDITIONAL_SWAPPING_ADJACENT_ALLOWED.d,,Success,10.0,10.0
,No,True,POSSIBLE_FORM_TRIANGLE_ARRAY_VALUES.d,,Success,10.0,10.0
,No,True,CEILING_IN_A_SORTED_ARRAY_1.d,,Success,10.0,10.0
,No,True,LARGEST_SUM_CONTIGUOUS_SUBARRAY_2.d,,Success,10.0,10.0
,No,True,SUM_MATRIX_ELEMENT_ABSOLUTE_DIFFERENCE_ROW_COLUMN_NUMBERS_2.d,,Success,10.0,10.0
,No,True,HOW_TO_CHECK_IF_A_GIVEN_ARRAY_REPRESENTS_A_BINARY_HEAP_1.d,,Success,10.0,10.0
,No,True,COUNT_FIBONACCI_NUMBERS_GIVEN_RANGE_LOG_TIME.d,,Success,10.0,10.0
,No,True,MAXIMUM_NUMBER_2X2_SQUARES_CAN_FIT_INSIDE_RIGHT_ISOSCELES_TRIANGLE.d,,Success,10.0,10.0
,No,True,CONVERT_STRICTLY_INCREASING_ARRAY_MINIMUM_CHANGES.d,,Success,10.0,10.0
,No,True,FIND_THE_MAXIMUM_SUBARRAY_XOR_IN_A_GIVEN_ARRAY.d,,Success,10.0,10.0
,No,True,FIND_THE_MISSING_NUMBER_1.d,,Success,10.0,10.0
,No,True,COUNT_FREQUENCY_K_MATRIX_SIZE_N_MATRIXI_J_IJ.d,,Success,10.0,10.0
,No,True,MAXIMUM_VALUE_CHOICE_EITHER_DIVIDING_CONSIDERING.d,,Success,10.0,10.0
,No,True,FIND_THE_MINIMUM_DISTANCE_BETWEEN_TWO_NUMBERS_1.d,,Success,10.0,10.0
,No,True,SUM_PAIRWISE_PRODUCTS_1.d,,Success,10.0,10.0
,No,True,PAINTING_FENCE_ALGORITHM.d,,Success,10.0,10.0
,No,True,EULERS_CRITERION_CHECK_IF_SQUARE_ROOT_UNDER_MODULO_P_EXISTS.d,,Success,10.0,10.0
,No,True,CHANGE_BITS_CAN_MADE_ONE_FLIP.d,,Success,10.0,10.0
,No,True,SUM_MATRIX_ELEMENT_ELEMENT_INTEGER_DIVISION_ROW_COLUMN.d,,Success,10.0,10.0
,No,True,PYTHON_PROGRAM_FIND_PERIMETER_CIRCUMFERENCE_SQUARE_RECTANGLE.d,,Success,10.0,10.0
,No,True,WRITE_ONE_LINE_C_FUNCTION_TO_FIND_WHETHER_A_NO_IS_POWER_OF_TWO_1.d,,Success,10.0,10.0
,No,True,COUNT_MINIMUM_NUMBER_SUBSETS_SUBSEQUENCES_CONSECUTIVE_NUMBERS.d,,Success,10.0,10.0
,No,True,MINIMUM_STEPS_MINIMIZE_N_PER_GIVEN_CONDITION.d,,Success,10.0,10.0
,No,True,SWAP_ALL_ODD_AND_EVEN_BITS.d,,Success,10.0,10.0
,No,True,FRIENDS_PAIRING_PROBLEM_2.d,,Success,7.0,7.0
,No,True,MAXIMUM_PROFIT_BY_BUYING_AND_SELLING_A_SHARE_AT_MOST_TWICE.d,,Success,10.0,10.0
,No,True,EFFICIENT_WAY_CHECK_WHETHER_N_TH_FIBONACCI_NUMBER_MULTIPLE_10.d,,Success,10.0,10.0
,No,True,NUMBER_IS_DIVISIBLE_BY_29_OR_NOT.d,,Success,10.0,10.0
,No,True,MINIMUM_COST_CONNECT_WEIGHTED_NODES_REPRESENTED_ARRAY.d,,Success,10.0,10.0
,No,True,WRITE_AN_EFFICIENT_METHOD_TO_CHECK_IF_A_NUMBER_IS_MULTIPLE_OF_3.d,,Success,10.0,10.0
